n,ms,bfs,dfs,bfs2,dfs2
8,100,10.1,8.7,3.1,2.9
8,100,5.9,2.5,2.9,2.5
8,100,2.5,2.3,2.5,2.3
8,100,42.1,8.5,42.1,8.1
8,100,25.9,6.1,25.5,5.5
8,100,3.7,2.7,3.1,2.7
8,100,19.7,5.7,19.7,5.7
8,100,8.7,7.3,5.7,4.9
8,100,25.5,5.7,8.1,5.3
8,100,33.7,9.1,33.7,9.1
8,100,12.1,5.9,11.1,5.5
8,100,8.5,4.9,6.9,4.7
8,100,10.1,8.7,3.1,2.9
8,100,4.9,2.9,3.3,2.9
8,100,5.3,4.1,5.3,4.1
8,100,4.7,1.5,1.7,1.5
8,100,2.1,1.9,2.1,1.9
8,100,7.1,2.9,3.7,2.9
8,100,20.5,4.5,17.7,4.5
8,100,3.9,7.7,3.9,3.3
8,100,6.5,7.1,6.5,3.5
8,100,6.1,9.1,2.9,2.7
8,100,6.7,3.9,6.1,3.9
8,100,11.7,6.3,11.7,4.5
8,100,6.9,3.3,3.9,3.3
8,100,8.7,4.9,8.7,4.1
8,100,12.7,2.5,2.9,2.5
8,100,20.1,8.3,19.7,6.5
8,100,6.7,1.7,1.9,1.7
8,100,8.5,4.3,4.9,4.3
8,100,29.1,7.9,28.1,7.7
8,100,7.5,7.7,6.9,4.9
8,100,5.1,3.1,5.1,3.1
8,100,13.5,3.9,13.5,3.9
8,100,25.7,7.3,24.1,7.3
8,100,5.1,5.9,2.1,2.1
8,100,13.1,7.3,13.1,7.1
8,100,3.5,8.7,3.5,2.9
8,100,29.5,4.1,4.7,4.1
8,100,2.3,1.5,1.7,1.5
8,100,11.7,5.9,8.1,5.9
8,100,10.5,9.3,7.5,4.1
8,100,7.9,4.3,4.9,4.3
8,100,2.9,2.1,2.9,2.1
8,100,5.1,3.3,4.5,3.3
8,100,4.5,3.9,3.7,2.9
8,100,6.3,4.5,6.3,4.5
8,100,26.7,4.9,6.1,4.9
8,100,8.9,3.1,8.3,3.1
8,100,13.5,3.7,13.5,3.7
8,100,2.7,2.3,2.7,2.3
8,100,14.9,6.9,14.9,6.9
8,100,9.7,5.7,9.7,5.7
8,100,19.3,6.1,14.3,6.1
8,100,2.3,3.3,2.3,2.3
8,100,18.7,7.9,5.7,3.7
8,100,11.1,3.7,4.1,3.7
8,100,3.3,2.9,3.3,2.9
8,100,2.5,5.5,2.5,2.7
8,100,3.7,2.9,3.7,2.9
8,100,2.9,2.7,2.9,2.7
8,100,17.1,7.5,16.5,5.9
8,100,18.3,8.7,18.3,5.7
8,100,10.1,6.3,3.3,3.1
8,100,8.9,4.1,7.7,4.1
8,100,40.3,4.3,5.3,4.3
8,100,27.1,6.7,27.1,6.7
8,100,13.1,4.9,12.5,4.9
8,100,3.3,2.5,2.7,2.5
8,100,6.7,6.1,6.7,3.5
8,100,54.1,6.5,51.7,6.5
8,100,7.5,5.5,6.9,5.5
8,100,3.9,2.9,3.9,2.9
8,100,23.5,4.7,6.9,4.7
8,100,15.3,8.7,2.7,2.7
8,100,6.7,2.5,3.7,2.5
8,100,28.3,5.1,10.5,5.1
8,100,5.3,2.1,2.3,2.1
8,100,36.5,4.3,6.1,4.3
8,100,20.9,6.9,3.5,3.3
8,100,6.9,4.3,5.3,4.3
8,100,29.7,6.5,16.9,6.5
8,100,7.3,3.9,7.3,3.9
8,100,2.1,1.9,2.1,1.9
8,100,5.3,2.7,3.1,2.7
8,100,9.7,8.7,2.5,2.5
8,100,11.7,9.5,11.7,5.1
8,100,8.3,3.9,3.7,3.3
8,100,19.9,9.3,19.9,6.5
8,100,4.5,3.7,3.9,3.1
8,100,3.1,2.3,3.1,2.3
8,100,6.1,2.1,3.1,2.1
8,100,3.1,3.7,3.1,2.5
8,100,28.3,8.3,27.3,6.7
8,100,8.9,9.1,8.5,3.5
8,100,7.3,7.5,2.3,2.3
8,100,10.7,6.7,3.9,3.5
8,100,5.7,8.5,3.9,3.5
8,100,9.5,8.3,4.7,3.7
8,100,11.1,4.9,6.3,4.9
8,100,15.3,2.3,2.7,2.3
8,100,5.3,2.9,3.5,2.9
8,100,10.1,2.1,2.5,2.1
8,100,43.1,7.9,41.3,7.5
8,100,11.1,5.9,8.9,5.9
8,100,7.3,3.1,4.1,3.1
8,100,25.5,4.1,9.3,4.1
8,100,1.7,1.5,1.7,1.5
8,100,14.1,6.3,4.3,4.1
8,100,10.5,4.7,6.5,4.5
8,100,31.5,5.7,5.9,3.9
8,100,11.5,6.3,11.1,3.9
8,100,6.9,1.9,2.1,1.9
8,100,10.5,6.7,8.9,6.7
8,100,12.1,5.9,10.5,5.9
8,100,5.3,4.9,5.3,4.3
8,100,9.3,5.7,4.1,3.9
8,100,13.3,8.5,10.3,4.5
8,100,12.3,1.7,2.1,1.7
8,100,8.3,3.9,7.5,3.9
8,100,2.3,4.3,2.3,2.5
8,100,18.7,6.1,13.9,6.1
8,100,5.7,2.5,2.7,2.5
8,100,11.7,3.7,11.1,3.7
8,100,10.3,5.7,6.7,5.7
8,100,5.5,5.1,2.5,2.5
8,100,10.9,6.5,6.3,5.1
8,100,10.7,5.5,9.3,5.5
8,100,2.7,1.9,2.1,1.9
8,100,4.7,2.7,3.1,2.7
8,100,3.7,3.5,3.7,3.5
8,100,17.5,3.7,4.5,3.7
8,100,9.5,6.1,8.9,6.1
9,100,6.5,5.1,6.5,5.1
10,100,11.5,3.9,4.1,3.9
10,100,17.7,8.5,17.7,8.5
10,100,18.9,8.5,13.5,8.5
10,100,132.9,13.7,128.1,13.7
10,100,52.9,12.5,51.9,10.7
10,100,8.5,4.7,8.5,4.7
10,100,13.9,7.3,11.3,7.3
10,100,17.7,4.7,17.7,4.7
10,100,34.3,12.9,34.3,12.3
10,100,12.3,10.7,2.9,2.7
10,100,13.3,4.9,12.7,4.9
10,100,7.3,14.1,5.9,4.7
10,100,7.7,5.1,7.1,3.7
10,100,7.3,6.9,7.3,4.1
10,100,16.9,5.1,10.7,5.1
10,100,4.7,2.9,3.1,2.9
10,100,7.1,5.3,6.5,5.3
10,100,23.3,14.9,21.5,5.3
10,100,11.7,7.7,9.5,7.7
10,100,20.3,5.3,18.7,5.3
10,100,30.9,11.3,30.3,11.3
10,100,7.1,14.1,4.1,3.9
10,100,94.9,6.9,10.5,6.5
10,100,11.1,7.1,11.1,4.1
10,100,45.3,13.3,6.5,4.7
10,100,41.7,10.9,38.5,10.9
10,100,22.9,12.9,19.1,8.1
10,100,98.7,12.9,93.7,12.9
10,100,13.5,6.7,9.9,6.7
10,100,4.1,2.3,2.5,2.3
10,100,44.9,8.9,10.7,7.3
10,100,16.5,8.1,16.5,8.1
10,100,12.9,15.7,12.9,5.7
10,100,9.9,5.9,9.9,5.9
10,100,7.9,5.3,7.9,5.3
10,100,21.9,7.1,21.9,7.1
10,100,13.1,8.1,12.5,7.5
10,100,52.7,4.9,7.7,4.9
10,100,54.9,8.5,53.5,7.9
10,100,36.7,9.9,5.9,5.5
10,100,95.1,7.5,13.3,7.5
10,100,57.9,14.9,53.9,8.9
10,100,97.7,5.7,6.7,5.7
10,100,13.9,8.5,10.1,8.5
10,100,17.9,10.1,17.5,4.7
10,100,6.3,9.5,6.3,4.3
10,100,24.5,9.9,9.1,6.9
10,100,6.3,13.1,3.3,3.3
10,100,22.3,6.7,9.3,6.7
10,100,67.3,7.9,11.3,7.5
10,100,22.1,11.1,21.7,8.7
10,100,53.5,9.7,48.9,8.9
10,100,10.9,14.7,3.9,3.7
10,100,6.3,6.5,6.3,5.9
10,100,25.1,13.1,25.1,7.9
10,100,3.3,2.9,3.3,2.9
10,100,56.7,11.5,53.5,11.5
10,100,16.9,4.7,4.1,3.3
10,100,44.1,6.7,41.1,6.7
10,100,84.9,6.5,8.9,6.5
10,100,62.7,8.3,19.5,8.3
10,100,26.1,8.3,12.3,8.3
10,100,25.3,6.3,9.9,6.3
10,100,88.7,5.7,7.7,5.7
10,100,63.9,6.9,9.7,6.9
10,100,54.1,7.1,9.3,7.1
10,100,16.3,6.1,6.7,6.1
10,100,12.7,14.9,5.7,4.1
10,100,14.7,13.3,14.1,6.7
10,100,61.3,9.3,61.3,9.3
10,100,4.7,4.1,4.7,4.1
10,100,36.9,10.5,36.9,10.5
10,100,18.9,11.7,15.9,5.9
10,100,8.7,6.3,8.7,6.3
10,100,30.3,6.1,30.3,6.1
10,100,14.9,4.3,4.7,4.3
10,100,19.9,7.7,12.7,7.5
10,100,28.9,6.9,9.7,6.9
10,100,33.5,8.9,29.9,8.9
10,100,47.9,12.7,46.7,12.7
10,100,8.1,15.3,8.1,4.9
10,100,6.1,3.9,6.1,3.9
10,100,55.1,13.7,54.7,9.7
10,100,31.7,10.1,4.3,3.9
10,100,50.7,6.5,26.7,6.5
10,100,55.3,9.5,40.9,9.5
10,100,10.1,4.1,5.3,4.1
10,100,78.3,11.1,65.5,10.1
10,100,38.3,8.9,38.3,8.3
10,100,48.5,10.9,47.9,10.9
10,100,20.5,6.7,16.9,6.7
10,100,22.3,8.3,7.9,6.7
10,100,3.9,16.9,3.9,3.5
10,100,36.5,11.3,35.9,10.9
10,100,3.3,3.1,3.3,3.1
10,100,18.5,7.5,18.5,5.7
10,100,14.1,15.1,13.5,6.1
10,100,24.7,7.5,11.1,7.1
10,100,14.1,3.5,3.9,3.5
10,100,23.1,8.7,16.1,8.7
10,100,97.7,11.5,91.1,10.7
10,100,13.9,10.1,10.3,6.7
10,100,6.3,3.1,3.3,3.1
10,100,27.5,9.1,10.9,8.1
10,100,17.3,6.5,14.3,6.5
10,100,21.9,6.3,21.9,5.7
10,100,15.7,13.1,15.3,5.5
10,100,12.7,4.5,12.1,4.5
10,100,14.5,3.9,4.5,3.9
10,100,12.3,2.5,2.7,2.5
10,100,47.1,12.5,46.1,10.1
10,100,5.5,3.5,5.5,3.5
10,100,51.1,8.9,10.9,6.9
10,100,9.5,15.9,4.7,3.9
10,100,24.1,5.9,9.7,5.9
10,100,37.5,9.3,16.5,9.3
10,100,6.9,6.5,6.9,3.7
10,100,33.1,8.3,12.7,8.3
10,100,24.3,9.3,20.5,9.3
10,100,63.5,12.7,63.1,12.7
10,100,36.1,6.9,31.3,6.9
10,100,45.3,10.1,40.9,6.9
10,100,12.5,14.9,7.7,4.5
10,100,19.5,9.5,16.1,9.5
10,100,3.1,2.9,3.1,2.9
10,100,45.5,6.1,8.1,4.7
10,100,18.1,11.5,18.1,8.7
10,100,14.5,3.7,4.3,3.7
10,100,2.1,5.1,2.1,2.3
10,100,65.3,8.5,14.1,8.5
10,100,87.7,12.3,84.9,11.3
10,100,28.5,6.5,11.3,6.5
10,100,29.5,8.5,25.3,8.5
10,100,35.9,5.9,8.3,5.9
10,100,31.3,14.1,31.3,8.3
10,100,11.5,8.1,11.1,3.9
10,100,29.5,9.3,17.9,9.3
10,100,13.1,4.7,12.5,4.7
10,100,7.1,3.5,3.9,3.5
10,100,16.7,9.5,15.5,9.5
10,100,17.1,4.9,9.9,4.9
10,100,32.5,9.9,19.7,8.5
10,100,13.7,8.9,4.1,4.1
10,100,13.9,15.1,13.9,6.5
10,100,12.3,4.9,12.3,4.9
10,100,2.7,2.7,2.7,2.7
10,100,21.5,8.7,12.1,8.7
10,100,12.1,14.7,11.7,4.5
10,100,24.3,9.5,21.3,9.3
9,100,4.7,2.9,3.1,2.9
9,100,4.1,3.3,4.1,3.3
9,100,62.3,6.5,26.9,6.5
9,100,18.7,10.5,6.1,3.9
9,100,37.9,8.1,37.3,8.1
9,100,3.1,12.1,3.1,3.1
9,100,9.3,3.5,3.9,3.5
9,100,15.3,6.1,10.7,6.1
9,100,26.9,4.7,5.3,4.7
9,100,28.7,6.5,7.7,5.9
9,100,4.9,8.5,4.9,3.1
9,100,8.5,11.1,7.9,4.7
9,100,6.5,3.5,4.1,3.5
9,100,9.3,3.9,9.3,3.9
9,100,33.1,5.1,6.9,5.1
9,100,12.7,9.7,5.5,4.1
9,100,8.1,2.9,3.3,2.9
9,100,7.5,2.5,2.7,2.5
9,100,19.7,7.5,16.1,7.5
9,100,14.7,3.7,4.5,3.7
9,100,12.5,5.5,11.9,5.5
9,100,4.9,1.7,1.9,1.7
9,100,4.7,2.9,3.1,2.9
9,100,2.9,2.1,2.3,2.1
9,100,15.5,7.9,2.9,2.7
9,100,14.1,3.3,3.7,3.3
9,100,6.1,4.3,4.5,4.3
9,100,40.5,9.3,36.5,7.3
9,100,21.3,8.5,14.1,8.5
9,100,5.1,3.5,3.5,3.3
9,100,6.3,10.9,4.7,3.7
9,100,21.3,6.9,8.7,6.9
9,100,15.3,3.7,4.9,3.7
9,100,15.9,2.9,3.3,2.9
9,100,7.1,6.5,4.1,3.9
9,100,6.3,5.9,6.3,3.3
9,100,9.7,5.9,9.1,5.5
9,100,19.7,8.5,16.5,7.1
9,100,30.5,9.1,29.9,9.1
9,100,17.1,6.9,17.1,6.9
9,100,3.1,9.7,3.1,2.9
9,100,19.1,10.1,3.1,3.1
9,100,6.7,8.7,6.7,3.7
9,100,10.1,6.1,8.9,6.1
9,100,3.7,6.7,3.7,2.9
9,100,9.9,11.1,8.3,4.9
9,100,14.9,8.5,11.7,7.9
9,100,32.3,6.9,9.3,6.9
9,100,15.1,10.1,15.1,7.7
9,100,9.9,5.5,6.7,5.5
9,100,11.9,10.9,8.9,5.7
9,100,2.9,2.1,2.3,2.1
9,100,12.1,10.7,11.5,5.5
9,100,46.7,7.3,12.5,6.9
9,100,7.9,7.7,3.1,3.1
9,100,5.3,5.1,5.3,3.5
9,100,13.5,11.1,12.9,6.5
9,100,6.3,10.1,6.3,4.7
9,100,110.9,6.3,19.7,6.3
9,100,50.9,9.7,44.1,9.7
9,100,21.1,6.7,11.3,6.7
9,100,4.1,8.9,4.1,3.5
9,100,4.7,3.1,4.1,3.1
9,100,20.9,7.3,8.3,7.3
9,100,5.1,3.3,4.5,3.3
9,100,6.5,9.1,6.5,3.5
9,100,58.5,4.5,5.5,4.5
9,100,26.9,9.7,25.9,9.7
9,100,15.7,10.3,12.3,6.1
9,100,26.3,5.1,10.3,5.1
9,100,15.5,4.3,14.9,4.3
9,100,12.9,8.3,6.1,5.7
9,100,42.5,9.1,32.9,9.1
9,100,9.1,5.3,7.3,5.3
9,100,67.3,7.1,10.5,5.7
9,100,24.3,11.3,14.7,4.7
9,100,30.7,8.7,5.7,4.7
9,100,3.7,3.5,3.7,3.5
9,100,48.3,7.1,17.7,7.1
9,100,19.7,7.7,14.7,7.7
9,100,5.5,8.7,2.5,2.5
9,100,3.9,7.1,3.9,3.9
9,100,24.3,6.3,7.5,6.3
9,100,11.5,5.7,8.5,5.7
9,100,10.9,10.3,9.7,5.5
9,100,8.1,10.3,3.3,3.3
9,100,5.5,4.1,5.5,4.1
9,100,11.9,7.5,11.3,5.9
9,100,15.1,5.5,7.5,5.5
9,100,35.1,5.1,6.9,5.1
9,100,61.7,5.5,8.7,5.5
9,100,1.9,1.9,1.9,1.9
9,100,12.7,4.7,5.7,4.7
9,100,4.1,12.5,4.1,3.9
9,100,9.9,10.1,7.5,5.7
9,100,23.7,6.3,13.5,6.1
9,100,8.1,4.1,7.5,4.1
9,100,5.7,3.5,3.9,3.5
9,100,15.3,3.7,5.9,3.7
9,100,19.7,7.5,18.1,7.5
9,100,13.5,5.1,12.9,5.1
9,100,10.5,12.1,9.9,4.7
9,100,24.9,7.9,20.7,7.9
9,100,2.5,1.7,1.9,1.7
9,100,56.9,10.3,56.9,10.3
9,100,24.3,8.3,21.1,8.3
9,100,44.7,9.1,42.1,9.1
9,100,2.7,2.7,2.7,2.7
9,100,4.7,2.9,3.1,2.9
9,100,16.9,6.7,14.1,6.7
9,100,7.5,5.7,7.5,4.3
9,100,12.7,2.5,3.1,2.5
9,100,62.7,11.3,62.7,9.3
9,100,23.9,8.5,16.1,8.5
9,100,2.3,11.1,2.3,2.3
9,100,5.9,11.7,4.3,4.1
9,100,30.9,10.1,30.9,8.9
9,100,44.7,7.3,23.7,7.3
9,100,17.9,7.1,17.9,7.1
9,100,28.7,9.3,28.7,8.3
9,100,8.9,4.5,6.7,4.5
9,100,27.1,5.3,6.3,5.3
9,100,8.7,3.7,3.9,3.7
9,100,3.9,2.1,2.3,2.1
9,100,19.3,7.7,15.3,7.7
9,100,14.9,8.9,12.7,5.3
9,100,3.9,3.7,3.9,3.7
9,100,16.1,9.5,8.9,3.9
9,100,55.3,11.7,55.3,8.5
9,100,2.3,9.5,2.3,2.5
9,100,42.5,8.5,7.5,4.5
9,100,6.7,11.5,3.5,3.3
9,100,3.1,2.9,3.1,2.9
9,100,41.3,7.9,38.1,7.9
9,100,11.3,4.5,11.3,4.3
9,100,26.1,8.1,12.9,6.7
9,100,7.1,7.5,7.1,4.3
9,100,6.3,4.1,6.3,3.3
9,100,44.1,6.7,10.1,5.9
9,100,8.1,6.3,7.5,6.3
9,100,18.7,5.1,6.5,5.1
9,100,11.5,10.3,10.9,6.5
9,100,47.7,6.9,13.3,6.9
9,100,13.7,4.5,5.9,4.5
9,100,11.9,5.7,7.1,5.7
9,100,18.1,4.3,4.7,4.3
9,100,49.7,9.5,47.9,8.3
9,100,35.9,7.9,15.3,7.7
9,100,27.1,10.9,26.1,7.3
